url_doc,ext,found_in,how_detected,first_seen
https://eerlab.berkeley.edu/pdf/BeFriend_RA_Positions.pdf,.pdf,https://eerlab.berkeley.edu/pdf/,ext,2026-02-20 01:24:09
https://eerlab.berkeley.edu/pdf/PEGIFI_RA_Ad.pdf,.pdf,https://eerlab.berkeley.edu/pdf/,ext,2026-02-20 01:24:09
https://eerlab.berkeley.edu/pdf/RA_app.docx,.docx,https://eerlab.berkeley.edu/pdf/,ext,2026-02-20 01:24:09
https://eerlab.berkeley.edu/pdf/housingstudy_respondentreport.pdf,.pdf,https://eerlab.berkeley.edu/pdf/,ext,2026-02-20 01:24:09
